file,scenario,cyclist_true_d_idx,cyclist_true_r_idx,vehicle_true_d_idx,vehicle_true_r_idx,valid_cyclist,valid_vehicle,valid_all,source_index,cyclist_true_angle_deg,vehicle_true_angle_deg
./learn_dataset_narrow_angle_single\sample_00224.npz,cyclist_only,1,111,0,0,True,0,1,225,3.358610432337613,0.0
./learn_dataset_narrow_angle_single\sample_00225.npz,cyclist_only,1,111,0,0,True,0,1,226,3.36112080266439,0.0
./learn_dataset_narrow_angle_single\sample_00226.npz,cyclist_only,1,110,0,0,True,0,1,227,3.3636329901394375,0.0
./learn_dataset_narrow_angle_single\sample_00227.npz,cyclist_only,1,110,0,0,True,0,1,228,3.366146996726834,0.0
./learn_dataset_narrow_angle_single\sample_00228.npz,cyclist_only,1,110,0,0,True,0,1,229,3.368662824393471,0.0
./learn_dataset_narrow_angle_single\sample_00229.npz,cyclist_only,1,110,0,0,True,0,1,230,3.3711804751090684,0.0
./learn_dataset_narrow_angle_single\sample_00230.npz,cyclist_only,1,109,0,0,True,0,1,231,3.373699950846169,0.0
./learn_dataset_narrow_angle_single\sample_00231.npz,cyclist_only,1,109,0,0,True,0,1,232,3.3762212535801495,0.0
./learn_dataset_narrow_angle_single\sample_00232.npz,cyclist_only,1,109,0,0,True,0,1,233,3.3787443852892265,0.0
./learn_dataset_narrow_angle_single\sample_00233.npz,cyclist_only,1,109,0,0,True,0,1,234,3.381269347954454,0.0
./learn_dataset_narrow_angle_single\sample_00234.npz,cyclist_only,1,108,0,0,True,0,1,235,3.3837961435597403,0.0
./learn_dataset_narrow_angle_single\sample_00235.npz,cyclist_only,1,108,0,0,True,0,1,236,3.3863247740918423,0.0
./learn_dataset_narrow_angle_single\sample_00236.npz,cyclist_only,1,108,0,0,True,0,1,237,3.3888552415403757,0.0
./learn_dataset_narrow_angle_single\sample_00237.npz,cyclist_only,1,108,0,0,True,0,1,238,3.391387547897819,0.0
./learn_dataset_narrow_angle_single\sample_00238.npz,cyclist_only,1,107,0,0,True,0,1,239,3.393921695159519,0.0
./learn_dataset_narrow_angle_single\sample_00239.npz,cyclist_only,1,107,0,0,True,0,1,240,3.396457685323698,0.0
./learn_dataset_narrow_angle_single\sample_00240.npz,cyclist_only,1,107,0,0,True,0,1,241,3.3989955203914546,0.0
./learn_dataset_narrow_angle_single\sample_00241.npz,cyclist_only,1,107,0,0,True,0,1,242,3.4015352023667695,0.0
./learn_dataset_narrow_angle_single\sample_00242.npz,cyclist_only,1,106,0,0,True,0,1,243,3.4040767332565176,0.0
./learn_dataset_narrow_angle_single\sample_00243.npz,cyclist_only,1,106,0,0,True,0,1,244,3.4066201150704605,0.0
./learn_dataset_narrow_angle_single\sample_00244.npz,cyclist_only,1,106,0,0,True,0,1,245,3.409165349821268,0.0
./learn_dataset_narrow_angle_single\sample_00245.npz,cyclist_only,1,106,0,0,True,0,1,246,3.4117124395245053,0.0
./learn_dataset_narrow_angle_single\sample_00246.npz,cyclist_only,1,105,0,0,True,0,1,247,3.4142613861986506,0.0
./learn_dataset_narrow_angle_single\sample_00247.npz,cyclist_only,1,105,0,0,True,0,1,248,3.4168121918651004,0.0
./learn_dataset_narrow_angle_single\sample_00248.npz,cyclist_only,1,105,0,0,True,0,1,249,3.419364858548166,0.0
./learn_dataset_narrow_angle_single\sample_00249.npz,cyclist_only,1,105,0,0,True,0,1,250,3.4219193882750893,0.0
./learn_dataset_narrow_angle_single\sample_00250.npz,cyclist_only,1,104,0,0,True,0,1,251,3.424475783076038,0.0
./learn_dataset_narrow_angle_single\sample_00251.npz,cyclist_only,1,104,0,0,True,0,1,252,3.4270340449841155,0.0
./learn_dataset_narrow_angle_single\sample_00252.npz,cyclist_only,1,104,0,0,True,0,1,253,3.4295941760353728,0.0
./learn_dataset_narrow_angle_single\sample_00253.npz,cyclist_only,1,103,0,0,True,0,1,254,3.432156178268799,0.0
./learn_dataset_narrow_angle_single\sample_00254.npz,cyclist_only,1,103,0,0,True,0,1,255,3.4347200537263403,0.0
./learn_dataset_narrow_angle_single\sample_00255.npz,cyclist_only,1,103,0,0,True,0,1,256,3.4372858044529004,0.0
./learn_dataset_narrow_angle_single\sample_00256.npz,cyclist_only,1,103,0,0,True,0,1,257,3.439853432496339,0.0
./learn_dataset_narrow_angle_single\sample_00257.npz,cyclist_only,1,102,0,0,True,0,1,258,3.4424229399074924,0.0
./learn_dataset_narrow_angle_single\sample_00258.npz,cyclist_only,1,102,0,0,True,0,1,259,3.4449943287401616,0.0
./learn_dataset_narrow_angle_single\sample_00259.npz,cyclist_only,1,102,0,0,True,0,1,260,3.447567601051135,0.0
./learn_dataset_narrow_angle_single\sample_00260.npz,cyclist_only,1,102,0,0,True,0,1,261,3.450142758900176,0.0
./learn_dataset_narrow_angle_single\sample_00261.npz,cyclist_only,1,101,0,0,True,0,1,262,3.452719804350039,0.0
./learn_dataset_narrow_angle_single\sample_00262.npz,cyclist_only,1,101,0,0,True,0,1,263,3.45529873946648,0.0
./learn_dataset_narrow_angle_single\sample_00263.npz,cyclist_only,1,101,0,0,True,0,1,264,3.457879566318246,0.0
./learn_dataset_narrow_angle_single\sample_00264.npz,cyclist_only,1,101,0,0,True,0,1,265,3.4604622869770956,0.0
./learn_dataset_narrow_angle_single\sample_00265.npz,cyclist_only,1,100,0,0,True,0,1,266,3.4630469035177955,0.0
./learn_dataset_narrow_angle_single\sample_00266.npz,cyclist_only,1,100,0,0,True,0,1,267,3.4656334180181263,0.0
./learn_dataset_narrow_angle_single\sample_00267.npz,cyclist_only,1,100,0,0,True,0,1,268,3.4682218325588985,0.0
./learn_dataset_narrow_angle_single\sample_00268.npz,cyclist_only,1,100,0,0,True,0,1,269,3.470812149223938,0.0
./learn_dataset_narrow_angle_single\sample_00269.npz,cyclist_only,1,99,0,0,True,0,1,270,3.4734043701001154,0.0
./learn_dataset_narrow_angle_single\sample_00270.npz,cyclist_only,1,99,0,0,True,0,1,271,3.4759984972773315,0.0
./learn_dataset_narrow_angle_single\sample_00271.npz,cyclist_only,1,99,0,0,True,0,1,272,3.4785945328485317,0.0
./learn_dataset_narrow_angle_single\sample_00272.npz,cyclist_only,1,99,0,0,True,0,1,273,3.481192478909716,0.0
./learn_dataset_narrow_angle_single\sample_00273.npz,cyclist_only,1,98,0,0,True,0,1,274,3.483792337559931,0.0
./learn_dataset_narrow_angle_single\sample_00274.npz,cyclist_only,1,98,0,0,True,0,1,275,3.4863941109012893,0.0
./learn_dataset_narrow_angle_single\sample_00275.npz,cyclist_only,1,98,0,0,True,0,1,276,3.488997801038969,0.0
./learn_dataset_narrow_angle_single\sample_00276.npz,cyclist_only,1,98,0,0,True,0,1,277,3.4916034100812148,0.0
./learn_dataset_narrow_angle_single\sample_00277.npz,cyclist_only,1,97,0,0,True,0,1,278,3.4942109401393555,0.0
./learn_dataset_narrow_angle_single\sample_00278.npz,cyclist_only,1,97,0,0,True,0,1,279,3.4968203933277957,0.0
./learn_dataset_narrow_angle_single\sample_00279.npz,cyclist_only,1,97,0,0,True,0,1,280,3.499431771764034,0.0
./learn_dataset_narrow_angle_single\sample_00280.npz,cyclist_only,1,97,0,0,True,0,1,281,3.502045077568658,0.0
./learn_dataset_narrow_angle_single\sample_00281.npz,cyclist_only,1,96,0,0,True,0,1,282,3.504660312865356,0.0
./learn_dataset_narrow_angle_single\sample_00282.npz,cyclist_only,1,96,0,0,True,0,1,283,3.5072774797809227,0.0
./learn_dataset_narrow_angle_single\sample_00283.npz,cyclist_only,1,96,0,0,True,0,1,284,3.5098965804452615,0.0
./learn_dataset_narrow_angle_single\sample_00284.npz,cyclist_only,1,96,0,0,True,0,1,285,3.5125176169913948,0.0
./learn_dataset_narrow_angle_single\sample_00285.npz,cyclist_only,1,95,0,0,True,0,1,286,3.515140591555464,0.0
./learn_dataset_narrow_angle_single\sample_00286.npz,cyclist_only,1,95,0,0,True,0,1,287,3.5177655062767386,0.0
./learn_dataset_narrow_angle_single\sample_00287.npz,cyclist_only,1,95,0,0,True,0,1,288,3.520392363297624,0.0
./learn_dataset_narrow_angle_single\sample_00288.npz,cyclist_only,1,95,0,0,True,0,1,289,3.5230211647636605,0.0
./learn_dataset_narrow_angle_single\sample_00289.npz,cyclist_only,1,94,0,0,True,0,1,290,3.525651912823539,0.0
./learn_dataset_narrow_angle_single\sample_00290.npz,cyclist_only,1,94,0,0,True,0,1,291,3.528284609629095,0.0
./learn_dataset_narrow_angle_single\sample_00291.npz,cyclist_only,1,94,0,0,True,0,1,292,3.5309192573353223,0.0
./learn_dataset_narrow_angle_single\sample_00292.npz,cyclist_only,1,93,0,0,True,0,1,293,3.5335558581003776,0.0
./learn_dataset_narrow_angle_single\sample_00293.npz,cyclist_only,1,93,0,0,True,0,1,294,3.5361944140855845,0.0
./learn_dataset_narrow_angle_single\sample_00294.npz,cyclist_only,1,93,0,0,True,0,1,295,3.5388349274554427,0.0
./learn_dataset_narrow_angle_single\sample_00295.npz,cyclist_only,1,93,0,0,True,0,1,296,3.541477400377627,0.0
./learn_dataset_narrow_angle_single\sample_00296.npz,cyclist_only,1,92,0,0,True,0,1,297,3.544121835022997,0.0
./learn_dataset_narrow_angle_single\sample_00297.npz,cyclist_only,1,92,0,0,True,0,1,298,3.5467682335656106,0.0
./learn_dataset_narrow_angle_single\sample_00298.npz,cyclist_only,1,92,0,0,True,0,1,299,3.549416598182714,0.0
./learn_dataset_narrow_angle_single\sample_00299.npz,cyclist_only,1,92,0,0,True,0,1,300,3.5520669310547626,0.0
./learn_dataset_narrow_angle_single\sample_00300.npz,vehicle_only,0,0,1,99,0,True,1,262,0.0,1.8728701420114746
./learn_dataset_narrow_angle_single\sample_00301.npz,vehicle_only,0,0,1,91,0,True,1,294,0.0,1.9377660960124932
./learn_dataset_narrow_angle_single\sample_00302.npz,vehicle_only,0,0,1,151,0,True,1,62,0.0,1.4995876964494144
./learn_dataset_narrow_angle_single\sample_00303.npz,vehicle_only,0,0,1,101,0,True,1,254,0.0,1.8568847184170068
./learn_dataset_narrow_angle_single\sample_00304.npz,vehicle_only,0,0,1,124,0,True,1,167,0.0,1.688926948432679
./learn_dataset_narrow_angle_single\sample_00305.npz,vehicle_only,0,0,1,160,0,True,1,27,0.0,1.4394741729548552
./learn_dataset_narrow_angle_single\sample_00306.npz,vehicle_only,0,0,1,134,0,True,1,128,0.0,1.6169694612700891
./learn_dataset_narrow_angle_single\sample_00307.npz,vehicle_only,0,0,1,93,0,True,1,285,0.0,1.919358013789844
./learn_dataset_narrow_angle_single\sample_00308.npz,vehicle_only,0,0,1,162,0,True,1,20,0.0,1.4276225045657245
./learn_dataset_narrow_angle_single\sample_00309.npz,vehicle_only,0,0,1,101,0,True,1,255,0.0,1.8588777523814874
./learn_dataset_narrow_angle_single\sample_00310.npz,vehicle_only,0,0,1,117,0,True,1,192,0.0,1.7361149429394236
./learn_dataset_narrow_angle_single\sample_00311.npz,vehicle_only,0,0,1,92,0,True,1,291,0.0,1.9316163488689024
./learn_dataset_narrow_angle_single\sample_00312.npz,vehicle_only,0,0,1,111,0,True,1,215,0.0,1.7802832965388355
./learn_dataset_narrow_angle_single\sample_00313.npz,vehicle_only,0,0,1,155,0,True,1,47,0.0,1.4736486242631228
./learn_dataset_narrow_angle_single\sample_00314.npz,vehicle_only,0,0,1,90,0,True,1,297,0.0,1.943929624193039
./learn_dataset_narrow_angle_single\sample_00315.npz,vehicle_only,0,0,1,117,0,True,1,194,0.0,1.7399266529907844
./learn_dataset_narrow_angle_single\sample_00316.npz,vehicle_only,0,0,1,147,0,True,1,78,0.0,1.5275523652621288
./learn_dataset_narrow_angle_single\sample_00317.npz,vehicle_only,0,0,1,153,0,True,1,52,0.0,1.4822653754173187
./learn_dataset_narrow_angle_single\sample_00318.npz,vehicle_only,0,0,1,141,0,True,1,99,0.0,1.5647285739308676
./learn_dataset_narrow_angle_single\sample_00319.npz,vehicle_only,0,0,1,119,0,True,1,185,0.0,1.7228170153777458
./learn_dataset_narrow_angle_single\sample_00320.npz,vehicle_only,0,0,1,106,0,True,1,236,0.0,1.8212590480744162
./learn_dataset_narrow_angle_single\sample_00321.npz,vehicle_only,0,0,1,90,0,True,1,298,0.0,1.9459872040239845
./learn_dataset_narrow_angle_single\sample_00322.npz,vehicle_only,0,0,1,106,0,True,1,235,0.0,1.8192935735363793
./learn_dataset_narrow_angle_single\sample_00323.npz,vehicle_only,0,0,1,96,0,True,1,274,0.0,1.8970258798626716
./learn_dataset_narrow_angle_single\sample_00324.npz,vehicle_only,0,0,1,97,0,True,1,272,0.0,1.8929850250595348
./learn_dataset_narrow_angle_single\sample_00325.npz,vehicle_only,0,0,1,94,0,True,1,282,0.0,1.913249334412146
./learn_dataset_narrow_angle_single\sample_00326.npz,vehicle_only,0,0,1,166,0,True,1,1,0.0,1.3957351926611101
./learn_dataset_narrow_angle_single\sample_00327.npz,vehicle_only,0,0,1,150,0,True,1,65,0.0,1.5048076282226384
./learn_dataset_narrow_angle_single\sample_00328.npz,vehicle_only,0,0,1,115,0,True,1,202,0.0,1.755228503943683
./learn_dataset_narrow_angle_single\sample_00329.npz,vehicle_only,0,0,1,143,0,True,1,93,0.0,1.5540514732191946
./learn_dataset_narrow_angle_single\sample_00330.npz,vehicle_only,0,0,1,129,0,True,1,147,0.0,1.65177759293771
./learn_dataset_narrow_angle_single\sample_00331.npz,vehicle_only,0,0,1,134,0,True,1,127,0.0,1.6151503281843882
./learn_dataset_narrow_angle_single\sample_00332.npz,vehicle_only,0,0,1,154,0,True,1,51,0.0,1.4805396655821785
./learn_dataset_narrow_angle_single\sample_00333.npz,vehicle_only,0,0,1,101,0,True,1,257,0.0,1.8628682213510177
./learn_dataset_narrow_angle_single\sample_00334.npz,vehicle_only,0,0,1,107,0,True,1,231,0.0,1.8114460065287894
./learn_dataset_narrow_angle_single\sample_00335.npz,vehicle_only,0,0,1,100,0,True,1,260,0.0,1.8688649516568125
./learn_dataset_narrow_angle_single\sample_00336.npz,vehicle_only,0,0,1,116,0,True,1,199,0.0,1.7494799693734815
./learn_dataset_narrow_angle_single\sample_00337.npz,vehicle_only,0,0,1,159,0,True,1,30,0.0,1.444570722763017
./learn_dataset_narrow_angle_single\sample_00338.npz,vehicle_only,0,0,1,94,0,True,1,284,0.0,1.9173202736256052
./learn_dataset_narrow_angle_single\sample_00339.npz,vehicle_only,0,0,1,163,0,True,1,13,0.0,1.415826906653283
./learn_dataset_narrow_angle_single\sample_00340.npz,vehicle_only,0,0,1,166,0,True,1,4,0.0,1.4007428903552814
./learn_dataset_narrow_angle_single\sample_00341.npz,vehicle_only,0,0,1,140,0,True,1,102,0.0,1.5700838607211731
./learn_dataset_narrow_angle_single\sample_00342.npz,vehicle_only,0,0,1,141,0,True,1,101,0.0,1.568297521944197
./learn_dataset_narrow_angle_single\sample_00343.npz,vehicle_only,0,0,1,149,0,True,1,69,0.0,1.5117843165423372
./learn_dataset_narrow_angle_single\sample_00344.npz,vehicle_only,0,0,1,107,0,True,1,234,0.0,1.8173295336773234
./learn_dataset_narrow_angle_single\sample_00345.npz,vehicle_only,0,0,1,166,0,True,1,3,0.0,1.399072533373227
./learn_dataset_narrow_angle_single\sample_00346.npz,vehicle_only,0,0,1,96,0,True,1,275,0.0,1.8990485527688152
./learn_dataset_narrow_angle_single\sample_00347.npz,vehicle_only,0,0,1,130,0,True,1,144,0.0,1.6462504897718244
./learn_dataset_narrow_angle_single\sample_00348.npz,vehicle_only,0,0,1,97,0,True,1,270,0.0,1.888950147230716
./learn_dataset_narrow_angle_single\sample_00349.npz,vehicle_only,0,0,1,128,0,True,1,150,0.0,1.6573164425749995
./learn_dataset_narrow_angle_single\sample_00350.npz,vehicle_only,0,0,1,160,0,True,1,26,0.0,1.4377776294752445
./learn_dataset_narrow_angle_single\sample_00351.npz,vehicle_only,0,0,1,146,0,True,1,81,0.0,1.5328301935238962
./learn_dataset_narrow_angle_single\sample_00352.npz,vehicle_only,0,0,1,110,0,True,1,221,0.0,1.7919268620081859
./learn_dataset_narrow_angle_single\sample_00353.npz,vehicle_only,0,0,1,157,0,True,1,39,0.0,1.4599229218017546
./learn_dataset_narrow_angle_single\sample_00354.npz,vehicle_only,0,0,1,142,0,True,1,97,0.0,1.5611645900156557
./learn_dataset_narrow_angle_single\sample_00355.npz,vehicle_only,0,0,1,152,0,True,1,57,0.0,1.4909116821695212
./learn_dataset_narrow_angle_single\sample_00356.npz,vehicle_only,0,0,1,147,0,True,1,76,0.0,1.524039886586107
./learn_dataset_narrow_angle_single\sample_00357.npz,vehicle_only,0,0,1,160,0,True,1,25,0.0,1.4360822372723632
./learn_dataset_narrow_angle_single\sample_00358.npz,vehicle_only,0,0,1,123,0,True,1,169,0.0,1.6926710278476658
./learn_dataset_narrow_angle_single\sample_00359.npz,vehicle_only,0,0,1,105,0,True,1,239,0.0,1.8271640954531745
./learn_dataset_narrow_angle_single\sample_00360.npz,vehicle_only,0,0,1,156,0,True,1,41,0.0,1.463347323875002
./learn_dataset_narrow_angle_single\sample_00361.npz,vehicle_only,0,0,1,110,0,True,1,222,0.0,1.7938723926932443
./learn_dataset_narrow_angle_single\sample_00362.npz,vehicle_only,0,0,1,122,0,True,1,173,0.0,1.7001752305119122
./learn_dataset_narrow_angle_single\sample_00363.npz,vehicle_only,0,0,1,94,0,True,1,281,0.0,1.9112161320011383
./learn_dataset_narrow_angle_single\sample_00364.npz,vehicle_only,0,0,1,145,0,True,1,83,0.0,1.5363548338708128
./learn_dataset_narrow_angle_single\sample_00365.npz,vehicle_only,0,0,1,127,0,True,1,153,0.0,1.6628670760659394
./learn_dataset_narrow_angle_single\sample_00366.npz,vehicle_only,0,0,1,116,0,True,1,197,0.0,1.7456545140621638
./learn_dataset_narrow_angle_single\sample_00367.npz,vehicle_only,0,0,1,142,0,True,1,96,0.0,1.559384456368032
./learn_dataset_narrow_angle_single\sample_00368.npz,vehicle_only,0,0,1,140,0,True,1,105,0.0,1.5754503516973113
./learn_dataset_narrow_angle_single\sample_00369.npz,vehicle_only,0,0,1,107,0,True,1,233,0.0,1.815366926931591
./learn_dataset_narrow_angle_single\sample_00370.npz,vehicle_only,0,0,1,128,0,True,1,149,0.0,1.6554688518947847
./learn_dataset_narrow_angle_single\sample_00371.npz,vehicle_only,0,0,1,100,0,True,1,259,0.0,1.866864569148507
./learn_dataset_narrow_angle_single\sample_00372.npz,vehicle_only,0,0,1,132,0,True,1,135,0.0,1.6297392876378773
./learn_dataset_narrow_angle_single\sample_00373.npz,vehicle_only,0,0,1,90,0,True,1,300,0.0,1.9501069796424877
./learn_dataset_narrow_angle_single\sample_00374.npz,vehicle_only,0,0,1,144,0,True,1,90,0.0,1.5487295898150304
./learn_dataset_narrow_angle_single\sample_00375.npz,vehicle_only,0,0,1,148,0,True,1,71,0.0,1.5152798740730262
./learn_dataset_narrow_angle_single\sample_00376.npz,vehicle_only,0,0,1,114,0,True,1,206,0.0,1.7629126023515886
./learn_dataset_narrow_angle_single\sample_00377.npz,vehicle_only,0,0,1,118,0,True,1,190,0.0,1.732308710315448
./learn_dataset_narrow_angle_single\sample_00378.npz,vehicle_only,0,0,1,153,0,True,1,55,0.0,1.4874496030965891
./learn_dataset_narrow_angle_single\sample_00379.npz,vehicle_only,0,0,1,90,0,True,1,299,0.0,1.9480463219338215
./learn_dataset_narrow_angle_single\sample_00380.npz,vehicle_only,0,0,1,151,0,True,1,63,0.0,1.5013264776516706
./learn_dataset_narrow_angle_single\sample_00381.npz,vehicle_only,0,0,1,131,0,True,1,139,0.0,1.637064653398541
./learn_dataset_narrow_angle_single\sample_00382.npz,vehicle_only,0,0,1,102,0,True,1,250,0.0,1.848927215109635
./learn_dataset_narrow_angle_single\sample_00383.npz,vehicle_only,0,0,1,93,0,True,1,287,0.0,1.9234380436564547
./learn_dataset_narrow_angle_single\sample_00384.npz,vehicle_only,0,0,1,128,0,True,1,151,0.0,1.6591653425709845
./learn_dataset_narrow_angle_single\sample_00385.npz,vehicle_only,0,0,1,98,0,True,1,267,0.0,1.8829090084249904
./learn_dataset_narrow_angle_single\sample_00386.npz,vehicle_only,0,0,1,136,0,True,1,119,0.0,1.6006431558927654
./learn_dataset_narrow_angle_single\sample_00387.npz,vehicle_only,0,0,1,159,0,True,1,31,0.0,1.4462718830664163
./learn_dataset_narrow_angle_single\sample_00388.npz,vehicle_only,0,0,1,126,0,True,1,160,0.0,1.6758645914833148
./learn_dataset_narrow_angle_single\sample_00389.npz,vehicle_only,0,0,1,103,0,True,1,247,0.0,1.842974406869954
./learn_dataset_narrow_angle_single\sample_00390.npz,vehicle_only,0,0,1,114,0,True,1,203,0.0,1.7571474485219911
./learn_dataset_narrow_angle_single\sample_00391.npz,vehicle_only,0,0,1,154,0,True,1,48,0.0,1.4753696173040158
./learn_dataset_narrow_angle_single\sample_00392.npz,vehicle_only,0,0,1,117,0,True,1,193,0.0,1.738020112550079
./learn_dataset_narrow_angle_single\sample_00393.npz,vehicle_only,0,0,1,129,0,True,1,145,0.0,1.6480915546313517
./learn_dataset_narrow_angle_single\sample_00394.npz,vehicle_only,0,0,1,152,0,True,1,59,0.0,1.4943785144352322
./learn_dataset_narrow_angle_single\sample_00395.npz,vehicle_only,0,0,1,165,0,True,1,8,0.0,1.407435588944822
./learn_dataset_narrow_angle_single\sample_00396.npz,vehicle_only,0,0,1,160,0,True,1,28,0.0,1.4411718688813009
./learn_dataset_narrow_angle_single\sample_00397.npz,vehicle_only,0,0,1,101,0,True,1,256,0.0,1.8608722528213892
./learn_dataset_narrow_angle_single\sample_00398.npz,vehicle_only,0,0,1,127,0,True,1,154,0.0,1.66471991234765
./learn_dataset_narrow_angle_single\sample_00399.npz,vehicle_only,0,0,1,151,0,True,1,61,0.0,1.4978501096637116
./learn_dataset_narrow_angle_single\sample_00400.npz,vehicle_only,0,0,1,145,0,True,1,85,0.0,1.5398843565311773
./learn_dataset_narrow_angle_single\sample_00401.npz,vehicle_only,0,0,1,137,0,True,1,116,0.0,1.5952239121889402
./learn_dataset_narrow_angle_single\sample_00402.npz,vehicle_only,0,0,1,93,0,True,1,286,0.0,1.9213972699044228
./learn_dataset_narrow_angle_single\sample_00403.npz,vehicle_only,0,0,1,114,0,True,1,204,0.0,1.75906777878429
./learn_dataset_narrow_angle_single\sample_00404.npz,vehicle_only,0,0,1,132,0,True,1,133,0.0,1.6260843425340068
./learn_dataset_narrow_angle_single\sample_00405.npz,vehicle_only,0,0,1,132,0,True,1,136,0.0,1.6315686925940158
./learn_dataset_narrow_angle_single\sample_00406.npz,vehicle_only,0,0,1,124,0,True,1,165,0.0,1.6851882017708144
./learn_dataset_narrow_angle_single\sample_00407.npz,vehicle_only,0,0,1,122,0,True,1,172,0.0,1.6982971707971803
./learn_dataset_narrow_angle_single\sample_00408.npz,vehicle_only,0,0,1,157,0,True,1,38,0.0,1.4582124712789357
./learn_dataset_narrow_angle_single\sample_00409.npz,vehicle_only,0,0,1,111,0,True,1,218,0.0,1.7860987416074263
./learn_dataset_narrow_angle_single\sample_00410.npz,vehicle_only,0,0,1,98,0,True,1,268,0.0,1.8849212331648075
./learn_dataset_narrow_angle_single\sample_00411.npz,vehicle_only,0,0,1,111,0,True,1,217,0.0,1.7841588535852086
./learn_dataset_narrow_angle_single\sample_00412.npz,vehicle_only,0,0,1,121,0,True,1,179,0.0,1.7114718158512492
./learn_dataset_narrow_angle_single\sample_00413.npz,vehicle_only,0,0,1,118,0,True,1,189,0.0,1.7304076443609804
./learn_dataset_narrow_angle_single\sample_00414.npz,vehicle_only,0,0,1,112,0,True,1,214,0.0,1.7783476244660537
./learn_dataset_narrow_angle_single\sample_00415.npz,vehicle_only,0,0,1,161,0,True,1,21,0.0,1.4293121578813106
./learn_dataset_narrow_angle_single\sample_00416.npz,vehicle_only,0,0,1,99,0,True,1,263,0.0,1.8748749531125477
./learn_dataset_narrow_angle_single\sample_00417.npz,vehicle_only,0,0,1,139,0,True,1,108,0.0,1.580828081963288
./learn_dataset_narrow_angle_single\sample_00418.npz,vehicle_only,0,0,1,104,0,True,1,243,0.0,1.8350576728464298
./learn_dataset_narrow_angle_single\sample_00419.npz,vehicle_only,0,0,1,126,0,True,1,157,0.0,1.6702863160674195
./learn_dataset_narrow_angle_single\sample_00420.npz,vehicle_only,0,0,1,158,0,True,1,34,0.0,1.4513823115489322
./learn_dataset_narrow_angle_single\sample_00421.npz,vehicle_only,0,0,1,164,0,True,1,9,0.0,1.4091115869487865
./learn_dataset_narrow_angle_single\sample_00422.npz,vehicle_only,0,0,1,144,0,True,1,89,0.0,1.5469580893186745
./learn_dataset_narrow_angle_single\sample_00423.npz,vehicle_only,0,0,1,133,0,True,1,132,0.0,1.624258799673054
./learn_dataset_narrow_angle_single\sample_00424.npz,vehicle_only,0,0,1,108,0,True,1,227,0.0,1.8036212944454728
./learn_dataset_narrow_angle_single\sample_00425.npz,vehicle_only,0,0,1,112,0,True,1,212,0.0,1.7744804856161986
./learn_dataset_narrow_angle_single\sample_00426.npz,vehicle_only,0,0,1,138,0,True,1,113,0.0,1.5898160377480055
./learn_dataset_narrow_angle_single\sample_00427.npz,vehicle_only,0,0,1,112,0,True,1,211,0.0,1.772549015803655
./learn_dataset_narrow_angle_single\sample_00428.npz,vehicle_only,0,0,1,108,0,True,1,230,0.0,1.809487689751736
./learn_dataset_narrow_angle_single\sample_00429.npz,vehicle_only,0,0,1,122,0,True,1,174,0.0,1.70205463197793
./learn_dataset_narrow_angle_single\sample_00430.npz,vehicle_only,0,0,1,102,0,True,1,251,0.0,1.850914399268385
./learn_dataset_narrow_angle_single\sample_00431.npz,vehicle_only,0,0,1,146,0,True,1,80,0.0,1.5310697010616539
./learn_dataset_narrow_angle_single\sample_00432.npz,vehicle_only,0,0,1,109,0,True,1,223,0.0,1.7958193378796268
./learn_dataset_narrow_angle_single\sample_00433.npz,vehicle_only,0,0,1,149,0,True,1,67,0.0,1.508293571227049
./learn_dataset_narrow_angle_single\sample_00434.npz,vehicle_only,0,0,1,164,0,True,1,10,0.0,1.4107887165772361
./learn_dataset_narrow_angle_single\sample_00435.npz,vehicle_only,0,0,1,122,0,True,1,175,0.0,1.703935376629593
./learn_dataset_narrow_angle_single\sample_00436.npz,vehicle_only,0,0,1,120,0,True,1,180,0.0,1.7133592980179737
./learn_dataset_narrow_angle_single\sample_00437.npz,vehicle_only,0,0,1,151,0,True,1,60,0.0,1.4961137160674587
./learn_dataset_narrow_angle_single\sample_00438.npz,vehicle_only,0,0,1,93,0,True,1,288,0.0,1.9254803367355542
./learn_dataset_narrow_angle_single\sample_00439.npz,vehicle_only,0,0,1,92,0,True,1,292,0.0,1.9336647362024701
./learn_dataset_narrow_angle_single\sample_00440.npz,vehicle_only,0,0,1,165,0,True,1,5,0.0,1.4024143732667456
./learn_dataset_narrow_angle_single\sample_00441.npz,vehicle_only,0,0,1,129,0,True,1,146,0.0,1.6499339218937512
./learn_dataset_narrow_angle_single\sample_00442.npz,vehicle_only,0,0,1,154,0,True,1,49,0.0,1.477091787733525
./learn_dataset_narrow_angle_single\sample_00443.npz,vehicle_only,0,0,1,149,0,True,1,68,0.0,1.5100383429774378
./learn_dataset_narrow_angle_single\sample_00444.npz,vehicle_only,0,0,1,116,0,True,1,198,0.0,1.7475665526026145
./learn_dataset_narrow_angle_single\sample_00445.npz,vehicle_only,0,0,1,142,0,True,1,95,0.0,1.5576055598763323
./learn_dataset_narrow_angle_single\sample_00446.npz,vehicle_only,0,0,1,126,0,True,1,159,0.0,1.674003844930314
./learn_dataset_narrow_angle_single\sample_00447.npz,vehicle_only,0,0,1,95,0,True,1,279,0.0,1.9071542531846917
./learn_dataset_narrow_angle_single\sample_00448.npz,vehicle_only,0,0,1,135,0,True,1,125,0.0,1.61151589441418
